City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
218,hamilton,39.1834,-84.5333,1.24,94,100,4.63,US,1675102803
219,asosa,10.0667,34.5333,23.27,23,52,1.63,ET,1675102808
220,george,-33.963,22.4617,17.75,82,20,7.72,ZA,1675102810
221,egvekinot,66.3167,-179.1667,-5.79,96,100,3.84,RU,1675102816
222,wajima,37.4,136.9,2.17,60,100,6.47,JP,1675102819
223,rawson,-43.3002,-65.1023,20.54,62,12,13.12,AR,1675102591
224,cam ranh,11.9214,109.1591,21.98,68,20,4.12,VN,1675102752
225,santarem,-2.4431,-54.7083,27.07,83,75,3.09,BR,1675102822
226,banda aceh,5.5577,95.3222,25.39,88,70,3.24,ID,1675102823
227,japura,-0.3167,102.35,22.89,99,100,0.69,ID,1675102826
228,husavik,66.0449,-17.3389,-7.8,87,100,5.25,IS,1675102827
229,camopi,3.1655,-52.3158,25.83,91,77,2.05,GF,1675102829
230,yining,29.0361,114.5636,5.93,52,0,1.18,CN,1675102829
231,kembe,4.6228,21.8865,28.22,32,63,0.16,CF,1675102830
232,sobolevo,54.4299,31.8996,-1.46,95,100,7.8,RU,1675102833
233,lahad datu,5.0268,118.327,23.68,94,78,1.31,MY,1675102835
234,bati,11.1833,40.0167,18.64,53,13,3.11,ET,1675102837
235,makakilo city,21.3469,-158.0858,22.18,78,40,4.63,US,1675102600
236,lavrentiya,65.5833,-171.0,-1.92,98,100,4.28,RU,1675102839
237,huaihua,27.5494,109.9592,9.64,35,0,1.11,CN,1675102840
238,vila velha,-20.3297,-40.2925,28.97,71,20,6.69,BR,1675102842
239,mandera,3.9366,41.867,31.73,29,4,3.99,KE,1675102843
240,codrington,-38.2667,141.9667,12.14,87,2,0.51,AU,1675102844
241,iqaluit,63.7506,-68.5145,-33.15,75,100,0.0,CA,1675102845
242,honningsvag,70.9821,25.9704,2.86,81,75,5.66,NO,1675102846
243,georgetown,5.4112,100.3354,26.96,71,20,3.09,MY,1675102697
244,la rioja,42.25,-2.5,0.88,89,6,2.13,ES,1675102847
245,lompoc,34.6391,-120.4579,11.12,88,75,1.54,US,1675102847
246,kahului,20.8947,-156.47,21.58,93,75,3.09,US,1675102848
247,fortuna,40.5982,-124.1573,8.19,70,0,0.89,US,1675102848
248,sao filipe,14.8961,-24.4956,21.96,67,57,4.32,CV,1675102547
249,mosquera,4.7059,-74.2302,20.05,52,40,5.14,CO,1675102849
250,kavaratti,10.5669,72.642,26.56,73,86,6.46,IN,1675102525
251,tilichiki,60.4667,166.1,-12.09,92,81,4.02,RU,1675102850
252,pedra branca,-5.4542,-39.7172,30.28,42,65,2.68,BR,1675102850
253,biak,-0.9131,122.8766,24.29,84,88,1.79,ID,1675102851
254,gravdal,68.1214,13.5031,-2.06,100,40,1.03,NO,1675102852
255,nassau,40.7507,-73.5829,12.86,63,40,3.6,US,1675102814
256,talnakh,69.4865,88.3972,-21.76,97,100,3.62,RU,1675102852
257,zaraza,9.3503,-65.3245,33.7,27,26,3.82,VE,1675102853
258,dwarka,22.2394,68.9678,20.26,57,0,6.31,IN,1675102853
259,waslala,13.2333,-85.3833,22.57,90,100,2.67,NI,1675102854
260,khandyga,62.6667,135.6,-40.12,97,100,0.41,RU,1675102854
261,saldanha,-33.0117,17.9442,26.03,81,8,3.69,ZA,1675102855
262,los llanos de aridane,28.6585,-17.9182,13.96,76,75,5.66,ES,1675102856
263,mill valley,37.906,-122.545,9.32,30,0,2.68,US,1675102651
264,ladario,-19.0047,-57.6017,32.16,58,75,5.14,BR,1675102856
265,karoi,-16.8099,29.6925,18.75,94,69,2.88,ZW,1675102756
266,urengoy,65.9667,78.3667,-16.51,95,100,6.1,RU,1675102857
267,high prairie,55.4334,-116.4858,-13.83,91,82,0.79,CA,1675102802
268,ajdabiya,30.7554,20.2263,14.37,65,61,9.48,LY,1675102858
269,kununurra,-15.7667,128.7333,24.99,94,75,0.51,AU,1675102858
270,maltahohe,-24.8333,16.9833,29.35,14,72,9.52,NA,1675102859
271,sasina,44.7987,16.739,1.99,97,64,1.08,BA,1675102859
272,jacareacanga,-6.2222,-57.7528,25.39,94,86,1.75,BR,1675102860
273,matagami,49.7502,-77.6328,-18.94,60,20,4.63,CA,1675102860
274,havre-saint-pierre,50.2334,-63.5986,-8.0,85,75,2.57,CA,1675102496
275,huanuco,-9.9329,-76.2415,24.96,55,87,4.73,PE,1675102862
276,zgorzelec,51.1494,15.0084,2.75,95,99,4.92,PL,1675102863
277,okhotsk,59.3833,143.3,-18.86,74,100,7.18,RU,1675102864
278,cabo san lucas,22.8909,-109.9124,24.23,68,40,3.6,MX,1675102607
279,vanimo,-2.6741,141.3028,25.17,89,85,2.28,PG,1675102867
280,manhuacu,-20.2581,-42.0336,26.12,69,98,3.18,BR,1675102868
281,eirunepe,-6.6603,-69.8736,23.59,94,100,0.99,BR,1675102869
282,pedernales,18.0384,-71.744,28.38,54,9,4.15,DO,1675102870
283,bilma,18.6853,12.9164,23.46,12,100,3.91,NE,1675102873
284,pyay,18.8167,95.2167,22.94,66,17,1.15,MM,1675102874
285,sorland,67.667,12.6934,1.92,62,88,8.39,NO,1675102496
286,winslow,35.0242,-110.6974,6.1,49,75,0.0,US,1675102876
287,pacific grove,36.6177,-121.9166,10.62,50,0,5.36,US,1675102879
288,kupang,-10.1667,123.5833,25.37,90,100,1.92,ID,1675102724
289,panjab,34.388,67.0233,-10.15,97,91,1.53,AF,1675102883
290,palu,-0.8917,119.8707,24.35,95,100,1.55,ID,1675102884
291,kitakami,39.2833,141.1167,-4.12,85,87,5.07,JP,1675102885
292,yerbogachen,61.2767,108.0108,-30.06,100,96,1.53,RU,1675102338
293,smithers,54.7804,-127.1743,-14.82,72,75,4.12,CA,1675102886
294,los santos,7.9333,-80.4167,33.0,52,99,7.33,PA,1675102887
295,arsk,56.0915,49.8778,-3.54,95,99,5.96,RU,1675102890
296,bosaso,11.2842,49.1816,23.07,63,10,2.83,SO,1675102829
297,begowala,32.4376,74.2682,12.99,88,40,2.06,PK,1675102892
298,payson,40.0444,-111.7321,-6.42,77,40,3.6,US,1675102893
299,ruteng,-8.6136,120.4721,17.25,93,100,0.63,ID,1675102894
300,luanda,-8.8368,13.2343,28.0,78,75,5.14,AO,1675102899
301,araouane,18.9048,-3.5265,20.06,8,95,3.79,ML,1675102900
302,asau,46.4333,26.4,-1.49,90,76,3.37,RO,1675102901
303,tambura,5.6,27.4667,29.43,19,46,1.51,SS,1675102902
304,tadine,-21.55,167.8833,23.77,82,12,2.68,NC,1675102903
305,wukari,7.85,9.7833,34.16,26,25,2.54,NG,1675102903
306,corrente,-3.7367,-43.3394,27.92,79,80,0.87,BR,1675102904
307,gualeguay,-33.1416,-59.3097,34.82,23,0,1.56,AR,1675102904
308,olinda,-8.0089,-34.8553,29.85,58,20,5.14,BR,1675102905
309,nicoya,10.1483,-85.452,33.06,36,33,5.28,CR,1675102905
310,almenara,-16.1836,-40.6944,28.43,63,90,2.28,BR,1675102906
311,toba,34.4833,136.85,3.0,67,53,8.64,JP,1675102906
312,pangnirtung,66.1451,-65.7125,-35.0,68,100,0.0,CA,1675102606
313,coahuayana,18.7333,-103.6833,31.23,35,0,2.71,MX,1675102907
314,hilo,19.7297,-155.09,23.49,96,100,0.89,US,1675102532
315,botwood,49.1499,-55.3482,4.39,84,100,5.99,CA,1675102908
316,isangel,-19.55,169.2667,26.0,79,100,0.72,VU,1675102908
317,savalou,7.9281,1.9756,34.4,14,95,2.65,BJ,1675102908
318,tazovskiy,67.4667,78.7,-17.07,95,100,6.06,RU,1675102909
319,lerwick,60.1545,-1.1494,4.0,62,98,4.58,GB,1675102909
320,dalby,-27.1833,151.2667,22.21,75,100,5.49,AU,1675102910
321,taltal,-25.4,-70.4833,20.6,72,79,1.91,CL,1675102911
322,xining,36.6167,101.7667,-0.49,22,0,0.33,CN,1675102911
323,karpathos,35.507,27.2132,11.98,54,22,9.26,GR,1675102912
324,srednekolymsk,67.45,153.6833,-19.09,98,100,3.66,RU,1675102345
325,andenes,69.3143,16.1194,-1.71,93,97,3.09,NO,1675102912
326,jalu,29.0331,21.5482,13.45,29,0,4.64,LY,1675102913
327,tucuma,-0.1833,-50.05,26.88,80,66,2.04,BR,1675102913
328,gremyachinsk,58.5603,57.851,-10.17,95,100,3.03,RU,1675102914
329,moree,-29.4667,149.85,22.61,87,100,3.55,AU,1675102877
330,berlevag,70.8578,29.0864,0.0,86,75,4.12,NO,1675102915
331,mattawa,46.7379,-119.9028,-5.66,45,9,1.47,US,1675102915
332,santa fe,-31.6333,-60.7,37.79,36,8,1.79,AR,1675102665
333,walvis bay,-22.9575,14.5053,17.83,71,2,6.59,NA,1675102916
334,nome,64.5011,-165.4064,-0.5,100,100,7.72,US,1675102617
335,hobyo,5.3505,48.5268,24.33,70,34,9.47,SO,1675102916
336,mansfield,53.1333,-1.2,6.75,85,22,1.79,GB,1675102917
337,samarai,-10.6167,150.6667,27.85,79,100,2.37,PG,1675102917
338,nuevo progreso,23.1667,-97.95,27.72,59,13,1.34,MX,1675102918
339,adrar,20.5022,-10.0711,21.16,21,49,2.37,MR,1675102918
340,osa,57.2829,55.4567,-6.49,93,100,4.64,RU,1675102919
341,mollendo,-17.0231,-72.0147,24.53,76,63,3.84,PE,1675102919
342,shieli,44.1667,66.75,-0.34,59,99,3.0,KZ,1675102920
343,karasuk,53.7377,78.0403,-19.95,100,67,2.99,RU,1675102920
344,leh,34.1667,77.5833,-9.27,90,94,1.37,IN,1675102916
345,luderitz,-26.6481,15.1594,17.76,84,1,5.38,NA,1675102921
346,bereznik,62.8551,42.7072,-4.22,94,100,5.9,RU,1675102923
347,praia da vitoria,38.7333,-27.0667,15.98,82,40,5.57,PT,1675102924
348,pimentel,-6.8367,-79.9342,28.16,54,0,5.66,PE,1675102926
349,samana,19.2056,-69.3369,28.12,78,20,4.12,DO,1675102927
350,ulaangom,49.9811,92.0667,-28.12,88,17,1.1,MN,1675102929
351,penzance,50.1186,-5.5371,7.38,74,68,4.93,GB,1675102930
352,mabaruma,8.2,-59.7833,28.45,45,9,2.78,GY,1675102931
353,nunoa,-14.48,-70.6411,10.52,64,96,0.91,PE,1675102871
354,ormara,25.2088,64.6357,20.46,42,0,1.69,PK,1675102934
355,nueve de julio,-35.4444,-60.8831,30.54,47,0,0.89,AR,1675102935
356,alofi,-19.0595,-169.9187,24.94,94,96,2.06,NU,1675102937
357,bitaogan,6.7684,126.0774,25.62,85,52,1.65,PH,1675102939
358,ixtapa,20.7,-105.2,24.57,65,0,3.6,MX,1675102941
359,namatanai,-3.6667,152.4333,26.67,79,100,2.07,PG,1675102942
360,knyaze-volkonskoye,48.4642,135.4567,-19.81,98,42,3.6,RU,1675102944
361,porbandar,21.6422,69.6093,18.81,58,1,4.25,IN,1675102947
362,manokwari,-0.8667,134.0833,25.21,81,100,1.16,ID,1675102948
363,buraydah,26.326,43.975,19.25,35,8,4.94,SA,1675102951
364,thunder bay,48.4001,-89.3168,-20.05,45,20,7.72,CA,1675102743
365,odienne,9.51,-7.5692,31.87,14,82,1.36,CI,1675102956
366,rock sound,24.9,-76.2,24.66,68,9,5.37,BS,1675102958
367,mayumba,-3.432,10.6554,25.2,80,98,3.31,GA,1675102959
368,mnogovershinnyy,53.9353,139.9242,-25.75,82,100,3.63,RU,1675102960
369,birjand,32.8663,59.2211,6.26,61,75,4.12,IR,1675102961
370,pacifica,37.6138,-122.4869,8.82,32,0,5.66,US,1675102745
371,san bernardo,-33.6,-70.7167,31.15,31,0,3.59,CL,1675102961
372,hasilpur,29.7122,72.5553,13.02,52,0,3.72,PK,1675102962
373,ust-nera,64.5667,143.2,-23.62,100,100,1.57,RU,1675102963
374,iranshahr,27.2025,60.6848,12.19,62,0,0.0,IR,1675102963
375,hambantota,6.1241,81.1185,24.42,86,91,3.77,LK,1675102536
376,pervomaysk,48.0443,30.8507,-2.06,74,3,4.45,UA,1675102964
377,kinablangan,7.6947,126.5503,24.48,88,46,2.08,PH,1675102964
378,marsh harbour,26.5412,-77.0636,24.61,73,2,4.18,BS,1675102965
379,petropavlovsk-kamchatskiy,53.0452,158.6483,-5.67,46,75,7.0,RU,1675102965
380,necochea,-38.5473,-58.7368,29.25,37,0,4.85,AR,1675102966
381,ofaqim,31.3141,34.6203,10.95,66,0,2.66,IL,1675102800
382,enid,36.3956,-97.8784,-6.66,58,100,5.66,US,1675102696
383,marzuq,14.4,46.4667,15.46,74,8,3.06,YE,1675102967
384,saskylakh,71.9167,114.0833,-44.34,100,64,1.03,RU,1675102518
385,chor,25.5167,69.7667,16.4,20,0,4.2,PK,1675102968
386,flinders,-34.5833,150.8552,21.21,87,95,1.79,AU,1675102968
387,arlit,18.7369,7.3853,21.02,4,83,3.36,NE,1675102969
388,inverell,-29.7833,151.1167,20.06,97,100,2.13,AU,1675102969
389,pisco,-13.7,-76.2167,26.03,65,0,4.12,PE,1675102970
390,avera,33.194,-82.5271,13.03,97,100,1.21,US,1675102970
391,whitehorse,60.7161,-135.0538,-10.11,78,100,1.54,CA,1675102938
392,prainha,-1.8,-53.48,30.43,54,60,1.68,BR,1675102971
393,toguchin,55.2353,84.3858,-14.11,96,99,2.46,RU,1675102972
394,souillac,-20.5167,57.5167,25.21,94,40,1.03,MU,1675102972
395,tulun,54.5611,100.5792,-11.73,83,99,5.09,RU,1675102972
396,rio gallegos,-51.6226,-69.2181,18.03,24,40,12.86,AR,1675102916
397,bubaque,11.2833,-15.8333,25.51,56,82,7.34,GW,1675102973
398,bose,45.4612,8.0137,5.42,65,29,1.55,IT,1675102974
399,sirnak,37.5228,42.4594,1.04,98,100,2.23,TR,1675102974
400,port-gentil,-0.7193,8.7815,24.98,88,75,8.23,GA,1675102975
401,lagoa,39.05,-27.9833,14.28,70,21,6.63,PT,1675102611
402,batagay-alyta,67.8006,130.4114,-34.67,95,90,1.36,RU,1675102553
403,chernyshevskiy,63.0128,112.4714,-31.68,100,98,1.14,RU,1675102976
404,zadar,44.1197,15.2422,1.34,93,0,0.51,HR,1675102976
405,swan river,52.1058,-101.2676,-22.06,64,79,7.72,CA,1675102918
406,piterka,50.6803,47.4454,-4.6,84,68,4.82,RU,1675102977
407,johi,26.6921,67.6133,15.47,29,0,2.61,PK,1675102977
408,shelburne,44.0787,-80.2041,-3.94,86,100,5.86,CA,1675102978
409,luohe,33.5717,114.0353,4.62,44,2,1.72,CN,1675102979
410,savannah bight,16.45,-85.85,26.39,75,54,8.07,HN,1675102979
411,grand-lahou,5.1367,-5.0242,27.48,76,56,3.86,CI,1675102980
412,batagay,67.6333,134.6333,-38.98,96,100,0.94,RU,1675102980
413,along,28.1667,94.7667,13.69,63,0,0.71,IN,1675102980
414,katsuura,35.1333,140.3,4.01,47,63,5.24,JP,1675102495
415,immokalee,26.4187,-81.4173,29.98,57,20,3.6,US,1675102981
416,qasigiannguit,68.8193,-51.1922,-9.86,77,98,2.08,GL,1675102982
417,mbandaka,0.0487,18.2603,24.62,79,75,0.54,CD,1675102984
418,olafsvik,64.8945,-23.7142,-2.06,94,100,15.81,IS,1675102985
419,haines junction,60.7522,-137.5108,-10.86,97,100,0.38,CA,1675102987
420,rayagada,19.1667,83.4167,18.95,91,5,1.34,IN,1675102988
421,winchester,51.0651,-1.3187,5.85,79,35,2.06,GB,1675102989
422,bajina basta,43.9708,19.5675,1.49,87,96,1.74,RS,1675102991
423,paamiut,61.994,-49.6678,-5.76,84,100,1.81,GL,1675102992
424,concepcion del oro,24.6333,-101.4167,19.67,21,0,2.2,MX,1675102993
425,college,64.8569,-147.8028,-3.29,90,100,0.0,US,1675102998
426,villa carlos paz,-31.4241,-64.4978,32.44,53,29,2.68,AR,1675103000
427,lexington,37.9887,-84.4777,10.94,96,100,3.6,US,1675103001
428,abu kamal,34.4506,40.9171,13.18,57,12,1.67,SY,1675103002
429,zambezi,-13.5432,23.1047,19.41,90,95,1.91,ZM,1675103003
430,grootfontein,-19.5667,18.1167,20.61,76,91,5.77,NA,1675102967
431,beyneu,45.3167,55.2,-1.52,73,57,5.27,KZ,1675103005
432,parabel,58.6978,81.4825,-11.02,93,100,3.68,RU,1675103006
433,viedma,-40.8135,-62.9967,35.88,24,0,3.64,AR,1675103006
434,el alto,-4.2714,-81.2147,29.81,57,67,4.8,PE,1675103007
435,vila do maio,15.1333,-23.2167,23.44,71,48,6.48,CV,1675103009
436,cayenne,4.9333,-52.3333,29.02,70,75,6.69,GF,1675103010
437,faya,18.3851,42.4509,14.06,74,55,1.53,SA,1675103010
438,wenling,28.3669,121.36,6.95,62,0,2.57,CN,1675103012
439,tromso,69.6496,18.957,-5.9,93,75,1.54,NO,1675102875
440,capela do alto,-23.4706,-47.7347,27.16,79,93,5.5,BR,1675103015
